object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter
115,965,745,831,187,485,"[[745, 187], [831, 187], [831, 485], [745, 485], [745, 187]]",193,25628,788.0,336.0
177,965,614,685,161,395,"[[614, 161], [685, 161], [685, 395], [614, 395], [614, 161]]",193,16614,649.5,278.0
210,965,645,688,115,257,"[[645, 115], [688, 115], [688, 257], [645, 257], [645, 115]]",193,6106,666.5,186.0
563,965,803,869,151,381,"[[803, 151], [869, 151], [869, 381], [803, 381], [803, 151]]",193,15180,836.0,266.0
406,965,369,418,135,290,"[[369, 135], [418, 135], [418, 290], [369, 290], [369, 135]]",193,7595,393.5,212.5
378,965,395,443,131,280,"[[395, 131], [443, 131], [443, 280], [395, 280], [395, 131]]",193,7152,419.0,205.5
408,965,1181,1231,116,313,"[[1181, 116], [1231, 116], [1231, 313], [1181, 313], [1181, 116]]",193,9850,1206.0,214.5
384,965,465,518,138,308,"[[465, 138], [518, 138], [518, 308], [465, 308], [465, 138]]",193,9010,491.5,223.0
593,965,584,759,329,895,"[[584, 329], [759, 329], [759, 895], [584, 895], [584, 329]]",193,99050,671.5,612.0
580,965,99,174,177,394,"[[99, 177], [174, 177], [174, 394], [99, 394], [99, 177]]",193,16275,136.5,285.5
257,965,524,567,121,262,"[[524, 121], [567, 121], [567, 262], [524, 262], [524, 121]]",193,6063,545.5,191.5
375,965,387,438,137,297,"[[387, 137], [438, 137], [438, 297], [387, 297], [387, 137]]",193,8160,412.5,217.0
473,965,1358,1564,354,1035,"[[1358, 354], [1564, 354], [1564, 1035], [1358, 1035], [1358, 354]]",193,140286,1461.0,694.5
451,965,389,444,143,316,"[[389, 143], [444, 143], [444, 316], [389, 316], [389, 143]]",193,9515,416.5,229.5
373,965,1320,1550,402,1170,"[[1320, 402], [1550, 402], [1550, 1170], [1320, 1170], [1320, 402]]",193,176640,1435.0,786.0
147,965,1254,1299,104,281,"[[1254, 104], [1299, 104], [1299, 281], [1254, 281], [1254, 104]]",193,7965,1276.5,192.5
198,965,701,766,152,374,"[[701, 152], [766, 152], [766, 374], [701, 374], [701, 152]]",193,14430,733.5,263.0
559,965,877,938,142,360,"[[877, 142], [938, 142], [938, 360], [877, 360], [877, 142]]",193,13298,907.5,251.0
358,965,288,352,158,354,"[[288, 158], [352, 158], [352, 354], [288, 354], [288, 158]]",193,12544,320.0,256.0
349,965,581,624,118,259,"[[581, 118], [624, 118], [624, 259], [581, 259], [581, 118]]",193,6063,602.5,188.5
196,965,768,842,164,419,"[[768, 164], [842, 164], [842, 419], [768, 419], [768, 164]]",193,18870,805.0,291.5
16,965,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",193,6923,1029.5,187.5
353,965,777,838,143,355,"[[777, 143], [838, 143], [838, 355], [777, 355], [777, 143]]",193,12932,807.5,249.0
115,970,745,831,187,485,"[[745, 187], [831, 187], [831, 485], [745, 485], [745, 187]]",194,25628,788.0,336.0
177,970,614,685,161,395,"[[614, 161], [685, 161], [685, 395], [614, 395], [614, 161]]",194,16614,649.5,278.0
353,970,790,850,142,352,"[[790, 142], [850, 142], [850, 352], [790, 352], [790, 142]]",194,12600,820.0,247.0
358,970,327,389,154,343,"[[327, 154], [389, 154], [389, 343], [327, 343], [327, 154]]",194,11718,358.0,248.5
349,970,584,626,117,255,"[[584, 117], [626, 117], [626, 255], [584, 255], [584, 117]]",194,5796,605.0,186.0
210,970,653,695,114,253,"[[653, 114], [695, 114], [695, 253], [653, 253], [653, 114]]",194,5838,674.0,183.5
408,970,1177,1224,113,302,"[[1177, 113], [1224, 113], [1224, 302], [1177, 302], [1177, 113]]",194,8883,1200.5,207.5
373,970,1670,1920,440,1280,"[[1670, 440], [1920, 440], [1920, 1280], [1670, 1280], [1670, 440]]",194,210000,1795.0,860.0
384,970,468,520,136,303,"[[468, 136], [520, 136], [520, 303], [468, 303], [468, 136]]",194,8684,494.0,219.5
593,970,813,991,344,958,"[[813, 344], [991, 344], [991, 958], [813, 958], [813, 344]]",194,109292,902.0,651.0
378,970,395,443,131,280,"[[395, 131], [443, 131], [443, 280], [395, 280], [395, 131]]",194,7152,419.0,205.5
473,970,1665,1920,371,1115,"[[1665, 371], [1920, 371], [1920, 1115], [1665, 1115], [1665, 371]]",194,189720,1792.5,743.0
451,970,397,452,142,316,"[[397, 142], [452, 142], [452, 316], [397, 316], [397, 142]]",194,9570,424.5,229.0
16,970,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",194,6923,1029.5,187.5
375,970,387,438,137,297,"[[387, 137], [438, 137], [438, 297], [387, 297], [387, 137]]",194,8160,412.5,217.0
406,970,370,420,134,288,"[[370, 134], [420, 134], [420, 288], [370, 288], [370, 134]]",194,7700,395.0,211.0
580,970,151,226,177,398,"[[151, 177], [226, 177], [226, 398], [151, 398], [151, 177]]",194,16575,188.5,287.5
147,970,1254,1299,104,281,"[[1254, 104], [1299, 104], [1299, 281], [1254, 281], [1254, 104]]",194,7965,1276.5,192.5
198,970,701,766,152,374,"[[701, 152], [766, 152], [766, 374], [701, 374], [701, 152]]",194,14430,733.5,263.0
559,970,877,938,142,360,"[[877, 142], [938, 142], [938, 360], [877, 360], [877, 142]]",194,13298,907.5,251.0
563,970,800,866,151,382,"[[800, 151], [866, 151], [866, 382], [800, 382], [800, 151]]",194,15246,833.0,266.5
196,970,869,941,161,418,"[[869, 161], [941, 161], [941, 418], [869, 418], [869, 161]]",194,18504,905.0,289.5
257,970,545,587,118,255,"[[545, 118], [587, 118], [587, 255], [545, 255], [545, 118]]",194,5754,566.0,186.5
565,970,63,208,275,688,"[[63, 275], [208, 275], [208, 688], [63, 688], [63, 275]]",194,59885,135.5,481.5
593,975,1094,1268,347,992,"[[1094, 347], [1268, 347], [1268, 992], [1094, 992], [1094, 347]]",195,112230,1181.0,669.5
147,975,1262,1307,103,280,"[[1262, 103], [1307, 103], [1307, 280], [1262, 280], [1262, 103]]",195,7965,1284.5,191.5
196,975,881,952,159,414,"[[881, 159], [952, 159], [952, 414], [881, 414], [881, 159]]",195,18105,916.5,286.5
451,975,401,455,140,310,"[[401, 140], [455, 140], [455, 310], [401, 310], [401, 140]]",195,9180,428.0,225.0
378,975,395,443,131,280,"[[395, 131], [443, 131], [443, 280], [395, 280], [395, 131]]",195,7152,419.0,205.5
115,975,748,835,186,484,"[[748, 186], [835, 186], [835, 484], [748, 484], [748, 186]]",195,25926,791.5,335.0
563,975,806,872,151,381,"[[806, 151], [872, 151], [872, 381], [806, 381], [806, 151]]",195,15180,839.0,266.0
373,975,1904,1920,460,1280,"[[1904, 460], [1920, 460], [1920, 1280], [1904, 1280], [1904, 460]]",195,13120,1912.0,870.0
375,975,394,444,136,295,"[[394, 136], [444, 136], [444, 295], [394, 295], [394, 136]]",195,7950,419.0,215.5
506,975,86,168,188,425,"[[86, 188], [168, 188], [168, 425], [86, 425], [86, 188]]",195,19434,127.0,306.5
565,975,144,291,279,706,"[[144, 279], [291, 279], [291, 706], [144, 706], [144, 279]]",195,62769,217.5,492.5
406,975,370,420,134,288,"[[370, 134], [420, 134], [420, 288], [370, 288], [370, 134]]",195,7700,395.0,211.0
353,975,780,840,141,350,"[[780, 141], [840, 141], [840, 350], [780, 350], [780, 141]]",195,12540,810.0,245.5
358,975,379,438,149,334,"[[379, 149], [438, 149], [438, 334], [379, 334], [379, 149]]",195,10915,408.5,241.5
177,975,614,685,161,395,"[[614, 161], [685, 161], [685, 395], [614, 395], [614, 161]]",195,16614,649.5,278.0
257,975,550,591,116,251,"[[550, 116], [591, 116], [591, 251], [550, 251], [550, 116]]",195,5535,570.5,183.5
210,975,657,698,112,249,"[[657, 112], [698, 112], [698, 249], [657, 249], [657, 112]]",195,5617,677.5,180.5
198,975,701,766,152,374,"[[701, 152], [766, 152], [766, 374], [701, 374], [701, 152]]",195,14430,733.5,263.0
559,975,877,938,142,360,"[[877, 142], [938, 142], [938, 360], [877, 360], [877, 142]]",195,13298,907.5,251.0
408,975,1158,1204,111,293,"[[1158, 111], [1204, 111], [1204, 293], [1158, 293], [1158, 111]]",195,8372,1181.0,202.0
580,975,159,236,178,402,"[[159, 178], [236, 178], [236, 402], [159, 402], [159, 178]]",195,17248,197.5,290.0
349,975,596,637,114,249,"[[596, 114], [637, 114], [637, 249], [596, 249], [596, 114]]",195,5535,616.5,181.5
16,975,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",195,6923,1029.5,187.5
384,975,462,514,135,299,"[[462, 135], [514, 135], [514, 299], [462, 299], [462, 135]]",195,8528,488.0,217.0
506,980,105,188,189,430,"[[105, 189], [188, 189], [188, 430], [105, 430], [105, 189]]",196,20003,146.5,309.5
349,980,604,643,112,243,"[[604, 112], [643, 112], [643, 243], [604, 243], [604, 112]]",196,5109,623.5,177.5
177,980,614,685,161,395,"[[614, 161], [685, 161], [685, 395], [614, 395], [614, 161]]",196,16614,649.5,278.0
147,980,1252,1297,104,281,"[[1252, 104], [1297, 104], [1297, 281], [1252, 281], [1252, 104]]",196,7965,1274.5,192.5
565,980,300,443,273,703,"[[300, 273], [443, 273], [443, 703], [300, 703], [300, 273]]",196,61490,371.5,488.0
593,980,1342,1548,358,1048,"[[1342, 358], [1548, 358], [1548, 1048], [1342, 1048], [1342, 358]]",196,142140,1445.0,703.0
378,980,395,443,131,280,"[[395, 131], [443, 131], [443, 280], [395, 280], [395, 131]]",196,7152,419.0,205.5
384,980,478,528,132,292,"[[478, 132], [528, 132], [528, 292], [478, 292], [478, 132]]",196,8000,503.0,212.0
115,980,748,835,186,484,"[[748, 186], [835, 186], [835, 484], [748, 484], [748, 186]]",196,25926,791.5,335.0
451,980,404,457,138,303,"[[404, 138], [457, 138], [457, 303], [404, 303], [404, 138]]",196,8745,430.5,220.5
408,980,1156,1201,108,284,"[[1156, 108], [1201, 108], [1201, 284], [1156, 284], [1156, 108]]",196,7920,1178.5,196.0
353,980,774,833,139,344,"[[774, 139], [833, 139], [833, 344], [774, 344], [774, 139]]",196,12095,803.5,241.5
406,980,370,420,134,288,"[[370, 134], [420, 134], [420, 288], [370, 288], [370, 134]]",196,7700,395.0,211.0
257,980,550,591,115,248,"[[550, 115], [591, 115], [591, 248], [550, 248], [550, 115]]",196,5453,570.5,181.5
580,980,211,290,181,415,"[[211, 181], [290, 181], [290, 415], [211, 415], [211, 181]]",196,18486,250.5,298.0
198,980,701,766,152,374,"[[701, 152], [766, 152], [766, 374], [701, 374], [701, 152]]",196,14430,733.5,263.0
559,980,877,938,142,360,"[[877, 142], [938, 142], [938, 360], [877, 360], [877, 142]]",196,13298,907.5,251.0
196,980,904,975,158,413,"[[904, 158], [975, 158], [975, 413], [904, 413], [904, 158]]",196,18105,939.5,285.5
375,980,398,449,135,293,"[[398, 135], [449, 135], [449, 293], [398, 293], [398, 135]]",196,8058,423.5,214.0
358,980,427,484,144,322,"[[427, 144], [484, 144], [484, 322], [427, 322], [427, 144]]",196,10146,455.5,233.0
563,980,797,863,151,382,"[[797, 151], [863, 151], [863, 382], [797, 382], [797, 151]]",196,15246,830.0,266.5
210,980,661,701,111,244,"[[661, 111], [701, 111], [701, 244], [661, 244], [661, 111]]",196,5320,681.0,177.5
16,980,1008,1051,107,268,"[[1008, 107], [1051, 107], [1051, 268], [1008, 268], [1008, 107]]",196,6923,1029.5,187.5
506,985,175,260,189,438,"[[175, 189], [260, 189], [260, 438], [175, 438], [175, 189]]",197,21165,217.5,313.5
177,985,615,686,161,396,"[[615, 161], [686, 161], [686, 396], [615, 396], [615, 161]]",197,16685,650.5,278.5
565,985,418,563,278,728,"[[418, 278], [563, 278], [563, 728], [418, 728], [418, 278]]",197,65250,490.5,503.0
593,985,1631,1890,359,1078,"[[1631, 359], [1890, 359], [1890, 1078], [1631, 1078], [1631, 359]]",197,186221,1760.5,718.5
378,985,395,443,131,280,"[[395, 131], [443, 131], [443, 280], [395, 280], [395, 131]]",197,7152,419.0,205.5
210,985,663,701,109,240,"[[663, 109], [701, 109], [701, 240], [663, 240], [663, 109]]",197,4978,682.0,174.5
115,985,748,835,186,484,"[[748, 186], [835, 186], [835, 484], [748, 484], [748, 186]]",197,25926,791.5,335.0
196,985,933,1003,157,412,"[[933, 157], [1003, 157], [1003, 412], [933, 412], [933, 157]]",197,17850,968.0,284.5
408,985,1162,1206,105,276,"[[1162, 105], [1206, 105], [1206, 276], [1162, 276], [1162, 105]]",197,7524,1184.0,190.5
580,985,256,336,182,422,"[[256, 182], [336, 182], [336, 422], [256, 422], [256, 182]]",197,19200,296.0,302.0
349,985,608,647,111,239,"[[608, 111], [647, 111], [647, 239], [608, 239], [608, 111]]",197,4992,627.5,175.0
147,985,1262,1307,103,281,"[[1262, 103], [1307, 103], [1307, 281], [1262, 281], [1262, 103]]",197,8010,1284.5,192.0
358,985,480,535,139,314,"[[480, 139], [535, 139], [535, 314], [480, 314], [480, 139]]",197,9625,507.5,226.5
406,985,370,420,134,288,"[[370, 134], [420, 134], [420, 288], [370, 288], [370, 134]]",197,7700,395.0,211.0
384,985,511,559,129,285,"[[511, 129], [559, 129], [559, 285], [511, 285], [511, 129]]",197,7488,535.0,207.0
16,985,1016,1059,107,267,"[[1016, 107], [1059, 107], [1059, 267], [1016, 267], [1016, 107]]",197,6880,1037.5,187.0
198,985,701,766,152,374,"[[701, 152], [766, 152], [766, 374], [701, 374], [701, 152]]",197,14430,733.5,263.0
559,985,877,938,142,360,"[[877, 142], [938, 142], [938, 360], [877, 360], [877, 142]]",197,13298,907.5,251.0
375,985,398,449,135,293,"[[398, 135], [449, 135], [449, 293], [398, 293], [398, 135]]",197,8058,423.5,214.0
353,985,800,858,138,341,"[[800, 138], [858, 138], [858, 341], [800, 341], [800, 138]]",197,11774,829.0,239.5
563,985,797,863,151,382,"[[797, 151], [863, 151], [863, 382], [797, 382], [797, 151]]",197,15246,830.0,266.5
257,985,550,590,114,243,"[[550, 114], [590, 114], [590, 243], [550, 243], [550, 114]]",197,5160,570.0,178.5
451,985,418,469,135,297,"[[418, 135], [469, 135], [469, 297], [418, 297], [418, 135]]",197,8262,443.5,216.0
566,985,56,133,181,402,"[[56, 181], [133, 181], [133, 402], [56, 402], [56, 181]]",197,17017,94.5,291.5
177,990,615,686,161,396,"[[615, 161], [686, 161], [686, 396], [615, 396], [615, 161]]",198,16685,650.5,278.5
349,990,613,650,109,235,"[[613, 109], [650, 109], [650, 235], [613, 235], [613, 109]]",198,4662,631.5,172.0
115,990,748,835,186,484,"[[748, 186], [835, 186], [835, 484], [748, 484], [748, 186]]",198,25926,791.5,335.0
147,990,1249,1294,103,280,"[[1249, 103], [1294, 103], [1294, 280], [1249, 280], [1249, 103]]",198,7965,1271.5,191.5
358,990,520,572,135,304,"[[520, 135], [572, 135], [572, 304], [520, 304], [520, 135]]",198,8788,546.0,219.5
565,990,575,718,277,739,"[[575, 277], [718, 277], [718, 739], [575, 739], [575, 277]]",198,66066,646.5,508.0
451,990,447,497,133,291,"[[447, 133], [497, 133], [497, 291], [447, 291], [447, 133]]",198,7900,472.0,212.0
566,990,125,199,175,390,"[[125, 175], [199, 175], [199, 390], [125, 390], [125, 175]]",198,15910,162.0,282.5
406,990,373,422,134,288,"[[373, 134], [422, 134], [422, 288], [373, 288], [373, 134]]",198,7546,397.5,211.0
210,990,670,708,108,236,"[[670, 108], [708, 108], [708, 236], [670, 236], [670, 108]]",198,4864,689.0,172.0
580,990,307,388,182,429,"[[307, 182], [388, 182], [388, 429], [307, 429], [307, 182]]",198,20007,347.5,305.5
408,990,1154,1197,103,269,"[[1154, 103], [1197, 103], [1197, 269], [1154, 269], [1154, 103]]",198,7138,1175.5,186.0
16,990,1016,1059,107,267,"[[1016, 107], [1059, 107], [1059, 267], [1016, 267], [1016, 107]]",198,6880,1037.5,187.0
196,990,969,1038,154,407,"[[969, 154], [1038, 154], [1038, 407], [969, 407], [969, 154]]",198,17457,1003.5,280.5
506,990,208,297,195,459,"[[208, 195], [297, 195], [297, 459], [208, 459], [208, 195]]",198,23496,252.5,327.0
378,990,390,438,131,280,"[[390, 131], [438, 131], [438, 280], [390, 280], [390, 131]]",198,7152,414.0,205.5
198,990,701,766,152,374,"[[701, 152], [766, 152], [766, 374], [701, 374], [701, 152]]",198,14430,733.5,263.0
384,990,527,574,127,281,"[[527, 127], [574, 127], [574, 281], [527, 281], [527, 127]]",198,7238,550.5,204.0
375,990,398,449,135,293,"[[398, 135], [449, 135], [449, 293], [398, 293], [398, 135]]",198,8058,423.5,214.0
563,990,797,863,151,382,"[[797, 151], [863, 151], [863, 382], [797, 382], [797, 151]]",198,15246,830.0,266.5
353,990,818,875,136,336,"[[818, 136], [875, 136], [875, 336], [818, 336], [818, 136]]",198,11400,846.5,236.0
257,990,559,597,112,238,"[[559, 112], [597, 112], [597, 238], [559, 238], [559, 112]]",198,4788,578.0,175.0
559,990,886,946,141,359,"[[886, 141], [946, 141], [946, 359], [886, 359], [886, 141]]",198,13080,916.0,250.0
147,995,1249,1294,103,280,"[[1249, 103], [1294, 103], [1294, 280], [1249, 280], [1249, 103]]",199,7965,1271.5,191.5
559,995,869,930,142,362,"[[869, 142], [930, 142], [930, 362], [869, 362], [869, 142]]",199,13420,899.5,252.0
257,995,576,613,110,233,"[[576, 110], [613, 110], [613, 233], [576, 233], [576, 110]]",199,4551,594.5,171.5
375,995,398,449,135,293,"[[398, 135], [449, 135], [449, 293], [398, 293], [398, 135]]",199,8058,423.5,214.0
565,995,750,890,276,752,"[[750, 276], [890, 276], [890, 752], [750, 752], [750, 276]]",199,66640,820.0,514.0
198,995,701,766,152,374,"[[701, 152], [766, 152], [766, 374], [701, 374], [701, 152]]",199,14430,733.5,263.0
115,995,748,835,186,484,"[[748, 186], [835, 186], [835, 484], [748, 484], [748, 186]]",199,25926,791.5,335.0
451,995,484,531,128,280,"[[484, 128], [531, 128], [531, 280], [484, 280], [484, 128]]",199,7144,507.5,204.0
406,995,375,424,134,287,"[[375, 134], [424, 134], [424, 287], [375, 287], [375, 134]]",199,7497,399.5,210.5
16,995,1015,1057,106,265,"[[1015, 106], [1057, 106], [1057, 265], [1015, 265], [1015, 106]]",199,6678,1036.0,185.5
177,995,618,689,161,395,"[[618, 161], [689, 161], [689, 395], [618, 395], [618, 161]]",199,16614,653.5,278.0
506,995,258,348,196,467,"[[258, 196], [348, 196], [348, 467], [258, 467], [258, 196]]",199,24390,303.0,331.5
566,995,209,279,168,377,"[[209, 168], [279, 168], [279, 377], [209, 377], [209, 168]]",199,14630,244.0,272.5
408,995,1173,1214,101,263,"[[1173, 101], [1214, 101], [1214, 263], [1173, 263], [1173, 101]]",199,6642,1193.5,182.0
196,995,997,1064,152,403,"[[997, 152], [1064, 152], [1064, 403], [997, 403], [997, 152]]",199,16817,1030.5,277.5
580,995,353,438,186,447,"[[353, 186], [438, 186], [438, 447], [353, 447], [353, 186]]",199,22185,395.5,316.5
384,995,553,599,124,274,"[[553, 124], [599, 124], [599, 274], [553, 274], [553, 124]]",199,6900,576.0,199.0
210,995,671,707,106,230,"[[671, 106], [707, 106], [707, 230], [671, 230], [671, 106]]",199,4464,689.0,168.0
349,995,623,659,107,230,"[[623, 107], [659, 107], [659, 230], [623, 230], [623, 107]]",199,4428,641.0,168.5
358,995,557,607,131,296,"[[557, 131], [607, 131], [607, 296], [557, 296], [557, 131]]",199,8250,582.0,213.5
563,995,797,863,151,382,"[[797, 151], [863, 151], [863, 382], [797, 382], [797, 151]]",199,15246,830.0,266.5
353,995,833,889,134,334,"[[833, 134], [889, 134], [889, 334], [833, 334], [833, 134]]",199,11200,861.0,234.0
378,995,390,438,131,280,"[[390, 131], [438, 131], [438, 280], [390, 280], [390, 131]]",199,7152,414.0,205.5
406,1000,373,423,134,288,"[[373, 134], [423, 134], [423, 288], [373, 288], [373, 134]]",200,7700,398.0,211.0
580,1000,390,477,189,459,"[[390, 189], [477, 189], [477, 459], [390, 459], [390, 189]]",200,23490,433.5,324.0
349,1000,636,671,105,224,"[[636, 105], [671, 105], [671, 224], [636, 224], [636, 105]]",200,4165,653.5,164.5
210,1000,667,703,105,227,"[[667, 105], [703, 105], [703, 227], [667, 227], [667, 105]]",200,4392,685.0,166.0
375,1000,395,446,135,294,"[[395, 135], [446, 135], [446, 294], [395, 294], [395, 135]]",200,8109,420.5,214.5
612,1000,572,609,109,230,"[[572, 109], [609, 109], [609, 230], [572, 230], [572, 109]]",200,4477,590.5,169.5
451,1000,491,537,126,273,"[[491, 126], [537, 126], [537, 273], [491, 273], [491, 126]]",200,6762,514.0,199.5
353,1000,840,896,134,333,"[[840, 134], [896, 134], [896, 333], [840, 333], [840, 134]]",200,11144,868.0,233.5
566,1000,219,286,164,366,"[[219, 164], [286, 164], [286, 366], [219, 366], [219, 164]]",200,13534,252.5,265.0
115,1000,757,844,187,486,"[[757, 187], [844, 187], [844, 486], [757, 486], [757, 187]]",200,26013,800.5,336.5
198,1000,696,760,151,371,"[[696, 151], [760, 151], [760, 371], [696, 371], [696, 151]]",200,14080,728.0,261.0
147,1000,1243,1288,104,280,"[[1243, 104], [1288, 104], [1288, 280], [1243, 280], [1243, 104]]",200,7920,1265.5,192.0
384,1000,561,605,121,267,"[[561, 121], [605, 121], [605, 267], [561, 267], [561, 121]]",200,6424,583.0,194.0
378,1000,389,437,131,281,"[[389, 131], [437, 131], [437, 281], [389, 281], [389, 131]]",200,7200,413.0,206.0
358,1000,596,644,127,287,"[[596, 127], [644, 127], [644, 287], [596, 287], [596, 127]]",200,7680,620.0,207.0
